background_id,selected_policy,search_constraints_feasible,search_failure_reason,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,delta_average_utilization_vs_average_optimum,delta_class_2_percent_serviced_vs_baseline,delta_priority_weighted_utilization_vs_baseline,evaluation_average_constraint_met,evaluation_class_2_constraint_met,baseline_equivalent,design_note,patient_characteristic,class2_reference,contrast_level,profile_id,clinic_context_id,clinic_block,native_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PCF_JT_LOW_MILD_C008,both_flexible,True,,4,19,4,10,0.9484748858447478,0.621406392694064,0.8168941252774182,0.7812660769995191,-0.0004840182648397917,-0.00834525286464638,0.005598173515981797,True,True,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C008,fully_crossed_confirmatory,14,1.2,0.3,30,10.8,25.2,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C009,both_flexible,True,,4,19,4,10,0.9484748858447478,0.621406392694064,0.8168941252774182,0.7812660769995191,-0.0004840182648397917,-0.00834525286464638,0.005598173515981797,True,True,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C009,fully_crossed_confirmatory,22,1.2,0.3,30,10.8,25.2,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C010,both_flexible,True,,4,30,3,10,0.950345205479451,0.6209068493150685,0.8098168901600614,0.7824257878435471,0.00033424657534242286,-0.00875078724350653,0.0037178082191781092,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C010,fully_crossed_confirmatory,10,1.2,0.3,50,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C011,both_flexible,True,,4,30,3,10,0.950345205479451,0.6209068493150685,0.8098168901600614,0.7824257878435471,0.00033424657534242286,-0.00875078724350653,0.0037178082191781092,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C011,fully_crossed_confirmatory,14,1.2,0.3,50,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C012,both_flexible,True,,4,30,3,10,0.950345205479451,0.6209068493150685,0.8098168901600614,0.7824257878435471,0.00033424657534242286,-0.00875078724350653,0.0037178082191781092,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C012,fully_crossed_confirmatory,22,1.2,0.3,50,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C013,both_flexible,True,,4,17,4,10,0.947762557077624,0.7122831050228311,0.7979990134356532,0.7877249819834975,0.0009406392694064625,-0.005914130660752304,0.0017762557077627417,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C013,fully_crossed_confirmatory,10,1.2,0.5,30,18.0,18.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C014,both_flexible,True,,4,17,4,10,0.947762557077624,0.7122831050228311,0.7979990134356532,0.7877249819834975,0.0009406392694064625,-0.005914130660752304,0.0017762557077627417,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C014,fully_crossed_confirmatory,14,1.2,0.5,30,18.0,18.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C015,both_flexible,True,,4,17,4,10,0.947762557077624,0.7122831050228311,0.7979990134356532,0.7877249819834975,0.0009406392694064625,-0.005914130660752304,0.0017762557077627417,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C015,fully_crossed_confirmatory,22,1.2,0.5,30,18.0,18.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C016,both_flexible,True,,2,30,2,10,0.9493534246575331,0.7164356164383562,0.8026001561439164,0.7767391883281706,0.0,-0.010868482261050305,0.003931506849314981,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C016,fully_crossed_confirmatory,10,1.2,0.5,50,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C017,both_flexible,True,,2,30,2,10,0.9493534246575331,0.7164356164383562,0.8026001561439164,0.7767391883281706,0.0,-0.010868482261050305,0.003931506849314981,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C017,fully_crossed_confirmatory,14,1.2,0.5,50,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C018,both_flexible,True,,2,30,2,10,0.9493534246575331,0.7164356164383562,0.8026001561439164,0.7767391883281706,0.0,-0.010868482261050305,0.003931506849314981,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C018,fully_crossed_confirmatory,22,1.2,0.5,50,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C019,both_flexible,True,,6,21,6,10,0.9475068493150669,0.8066027397260275,0.7910396754297087,0.7803816961230146,-0.00034703196347063425,-0.005136361432995895,0.0008995433789955598,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C019,fully_crossed_confirmatory,10,1.2,0.7,30,25.2,10.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C020,both_flexible,True,,6,21,6,10,0.9475068493150669,0.8066027397260275,0.7910396754297087,0.7803816961230146,-0.00034703196347063425,-0.005136361432995895,0.0008995433789955598,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C020,fully_crossed_confirmatory,14,1.2,0.7,30,25.2,10.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C021,both_flexible,True,,6,21,6,10,0.9475068493150669,0.8066027397260275,0.7910396754297087,0.7803816961230146,-0.00034703196347063425,-0.005136361432995895,0.0008995433789955598,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C021,fully_crossed_confirmatory,22,1.2,0.7,30,25.2,10.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C022,both_flexible,True,,2,35,2,10,0.9492109589041086,0.8074931506849314,0.7961009313852856,0.7869154673746963,0.0,-0.0065623834573890205,0.0004191780821916069,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C022,fully_crossed_confirmatory,10,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C023,both_flexible,True,,2,35,2,10,0.9492109589041086,0.8074931506849314,0.7961009313852856,0.7869154673746963,0.0,-0.0065623834573890205,0.0004191780821916069,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C023,fully_crossed_confirmatory,14,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C024,both_flexible,True,,2,35,2,10,0.9492109589041086,0.8074931506849314,0.7961009313852856,0.7869154673746963,0.0,-0.0065623834573890205,0.0004191780821916069,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C024,fully_crossed_confirmatory,22,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C025,both_flexible,True,,2,25,2,10,0.9477990867579893,0.9012420091324203,0.7917850492528171,0.7848280936224536,-0.0003196347031964031,-0.002182857358912549,-0.00010958904109581447,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C025,fully_crossed_confirmatory,10,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C026,both_flexible,True,,2,25,2,10,0.9477990867579893,0.9012420091324203,0.7917850492528171,0.7848280936224536,-0.0003196347031964031,-0.002182857358912549,-0.00010958904109581447,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C026,fully_crossed_confirmatory,14,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C027,both_flexible,True,,2,25,2,10,0.9477990867579893,0.9012420091324203,0.7917850492528171,0.7848280936224536,-0.0003196347031964031,-0.002182857358912549,-0.00010958904109581447,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C027,fully_crossed_confirmatory,22,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C028,horizon_only,True,,2,0,-1,10,0.9497698630136974,0.9020931506849316,0.7890841034912757,0.7920451740675609,-0.0002410958904111027,0.004722559881686794,-0.0004356164383562122,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C028,fully_crossed_confirmatory,10,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C029,horizon_only,True,,2,0,-1,10,0.9497698630136974,0.9020931506849316,0.7890841034912757,0.7920451740675609,-0.0002410958904111027,0.004722559881686794,-0.0004356164383562122,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C029,fully_crossed_confirmatory,14,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C030,horizon_only,True,,2,0,-1,10,0.9497698630136974,0.9020931506849316,0.7890841034912757,0.7920451740675609,-0.0002410958904111027,0.004722559881686794,-0.0004356164383562122,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C030,fully_crossed_confirmatory,22,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C031,both_flexible,True,,2,15,2,10,0.9492694063926926,0.530876712328767,0.7968203287592258,0.6646481430889565,-0.0011050228310501842,-0.013572990216041969,0.00848401826484002,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C031,fully_crossed_confirmatory,10,1.4,0.1,30,4.2,37.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C032,both_flexible,True,,2,15,2,10,0.9492694063926926,0.530876712328767,0.7968203287592258,0.6646481430889565,-0.0011050228310501842,-0.013572990216041969,0.00848401826484002,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C032,fully_crossed_confirmatory,14,1.4,0.1,30,4.2,37.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C033,both_flexible,True,,2,15,2,10,0.9492694063926926,0.530876712328767,0.7968203287592258,0.6646481430889565,-0.0011050228310501842,-0.013572990216041969,0.00848401826484002,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C033,fully_crossed_confirmatory,22,1.4,0.1,30,4.2,37.8,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C034,both_flexible,True,,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.0002410958904111027,-0.014828271198833676,0.00855616438356177,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C034,fully_crossed_confirmatory,10,1.4,0.1,50,7.0,63.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C035,both_flexible,True,,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.0002410958904111027,-0.014828271198833676,0.00855616438356177,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C035,fully_crossed_confirmatory,14,1.4,0.1,50,7.0,63.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C036,both_flexible,True,,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.0002410958904111027,-0.014828271198833676,0.00855616438356177,True,False,False,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C036,fully_crossed_confirmatory,22,1.4,0.1,50,7.0,63.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C037,reservation_only,True,,10,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C037,fully_crossed_confirmatory,10,1.4,0.3,30,12.6,29.4,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C038,reservation_only,True,,14,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C038,fully_crossed_confirmatory,14,1.4,0.3,30,12.6,29.4,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C039,reservation_only,True,,22,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.001269406392694128,-0.007571960134093891,0.0037305936073059875,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C039,fully_crossed_confirmatory,22,1.4,0.3,30,12.6,29.4,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C040,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-8.219178082202738e-05,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C040,fully_crossed_confirmatory,10,1.4,0.3,50,21.0,49.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C041,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-8.219178082202738e-05,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C041,fully_crossed_confirmatory,14,1.4,0.3,50,21.0,49.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C042,both_flexible,True,,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,-8.219178082202738e-05,-0.00859433292396039,0.004213698630136986,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C042,fully_crossed_confirmatory,22,1.4,0.3,50,21.0,49.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C043,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C043,fully_crossed_confirmatory,10,1.4,0.5,30,21.0,21.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C044,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C044,fully_crossed_confirmatory,14,1.4,0.5,30,21.0,21.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C045,both_flexible,True,,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.0,-0.0008797397557033237,-0.00043378995433795975,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C045,fully_crossed_confirmatory,22,1.4,0.5,30,21.0,21.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C046,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C046,fully_crossed_confirmatory,10,1.4,0.5,50,35.0,35.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C047,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C047,fully_crossed_confirmatory,14,1.4,0.5,50,35.0,35.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C048,both_flexible,True,,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.00043835616438325786,-0.0011382438465247224,0.00039726027397257724,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C048,fully_crossed_confirmatory,22,1.4,0.5,50,35.0,35.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C049,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.00036529680365293693,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C049,fully_crossed_confirmatory,10,1.4,0.7,30,29.4,12.6,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C050,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.00036529680365293693,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C050,fully_crossed_confirmatory,14,1.4,0.7,30,29.4,12.6,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C051,both_flexible,True,,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.00036529680365293693,-0.01617934184249492,0.0037534246575341434,True,False,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C051,fully_crossed_confirmatory,22,1.4,0.7,30,29.4,12.6,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C052,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C052,fully_crossed_confirmatory,10,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C053,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C053,fully_crossed_confirmatory,14,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C054,both_flexible,True,,4,30,3,10,0.9496876712328757,0.8096301369863014,0.6809682743320626,0.6733311888387375,0.0,-0.0033674112765249564,0.0007068493150684807,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C054,fully_crossed_confirmatory,22,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C055,both_flexible,True,,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,7.305936073043195e-05,-0.0029126743533107735,-0.00026027397260286467,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C055,fully_crossed_confirmatory,10,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
PCF_JT_LOW_MILD_C056,both_flexible,True,,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,7.305936073043195e-05,-0.0029126743533107735,-0.00026027397260286467,True,True,True,patient_characteristics_full_confirmatory,joint_delay_sensitivity,low,mild,JT_LOW_MILD,C056,fully_crossed_confirmatory,14,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,5,0.05,0.2,14,0.05,0.15,False
