background_id,scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions,source_scenario_id,source_scenario_ids,source_scenario_count,valid_h3_thresholds,h3_design_active,h3_design_inactive_reason,noshow_high_low_focal,noshow_high_high_focal
H3B0100,S068,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,21,21,0.0,0.0,12,12,0.5,0.5,0.7,0.7,0,9,0.5,0.5,0.5,0.5,,S068,S068,1,4;6;9;12,True,,0.5,0.7
H3B0101,S069,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.7,,S069,S069,1,4;6;9;12,True,,0.0,0.7
H3B0102,S070,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0,4,0.7,0.7,0.7,0.7,,S070,S070,1,4,False,fewer_than_two_valid_thresholds;no_valid_post_threshold_increase,0.7,0.7
H3B0103,S071,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0,12,0.3,0.3,0.3,0.7,,S071,S071,1,4;6;9;12,True,,0.3,0.7
H3B0104,S072,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.84,14,14,0.1,0.1,12,12,0.1,0.1,0.5,0.5,0,6,0.0,0.0,0.0,0.3,,S072,S072,1,4;6;9;12,True,,0.0,0.7
H3B0105,S073,sobol_symmetric,,scrambled_sobol,2.0,0.5,16,32.0,16.0,16.0,7,7,0.5,0.5,4,4,0.0,0.0,0.1,0.1,0,4,0.3,0.3,0.3,0.3,,S073,S073,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0106,S074,sobol_symmetric,,scrambled_sobol,0.8,0.5,64,51.2,25.6,25.6,21,21,0.1,0.1,4,4,0.5,0.5,0.5,0.5,0,9,0.5,0.5,0.5,0.7,,S074,S074,1,4;6;9;12,True,,0.5,0.7
H3B0107,S075,sobol_symmetric,,scrambled_sobol,1.25,0.1,32,40.0,4.0,36.0,14,14,0.0,0.0,6,6,0.0,0.0,0.7,0.7,0,12,0.5,0.5,0.5,0.5,,S075,S075,1,4;6;9;12,True,,0.5,0.7
H3B0108,S076,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.3,0.3,9,9,0.1,0.1,0.7,0.7,0,6,0.0,0.0,0.0,0.1,,S076,S076,1,4;6;9;12,True,,0.0,0.7
H3B0109,S077,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,28,28,0.3,0.3,12,12,0.1,0.1,0.3,0.3,0,12,0.3,0.3,0.3,0.3,,S077,S077,1,4;6;9;12,True,,0.3,0.7
H3B0110,S078,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,14,14,0.0,0.0,4,4,0.3,0.3,0.5,0.5,0,6,0.0,0.0,0.0,0.1,,S078,S078,1,4;6;9;12,True,,0.0,0.7
H3B0111,S079,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.84,21,21,0.1,0.1,6,6,0.0,0.0,0.5,0.5,0,4,0.0,0.0,0.0,0.3,,S079,S079,1,4;6;9;12,True,,0.0,0.7
H3B0112,S080,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,7,7,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0,4,0.5,0.5,0.5,0.7,,S080,S080,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0113,S081,sobol_symmetric,,scrambled_sobol,3.1,0.3,64,198.4,59.52,138.88,28,28,0.0,0.0,4,4,0.3,0.3,0.3,0.3,0,4,0.7,0.7,0.7,0.7,,S081,S081,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0114,S082,sobol_symmetric,,scrambled_sobol,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.3,0.3,12,12,0.1,0.1,0.3,0.3,0,9,0.0,0.0,0.0,0.7,,S082,S082,1,4;6;9;12,True,,0.0,0.7
H3B0115,S083,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,21,21,0.5,0.5,9,9,0.5,0.5,0.7,0.7,0,12,0.0,0.0,0.0,0.1,,S083,S083,1,4;6;9;12,True,,0.0,0.7
H3B0116,S084,sobol_symmetric,,scrambled_sobol,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,0,4,0.3,0.3,0.3,0.7,,S084,S084,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0117,S085,sobol_symmetric,,scrambled_sobol,4.0,0.1,16,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.7,0.7,0,4,0.0,0.0,0.0,0.1,,S085,S085,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0118,S086,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,21,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,0,6,0.3,0.3,0.3,0.3,,S086,S086,1,4;6;9;12,True,,0.3,0.7
H3B0119,S087,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,14,14,0.3,0.3,9,9,0.1,0.1,0.7,0.7,0,4,0.5,0.5,0.5,0.7,,S087,S087,1,4;6;9;12,True,,0.5,0.7
H3B0120,S088,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,28,28,0.0,0.0,6,6,0.0,0.0,0.7,0.7,0,9,0.0,0.0,0.0,0.5,,S088,S088,1,4;6;9;12,True,,0.0,0.7
H3B0121,S089,sobol_symmetric,,scrambled_sobol,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.5,0,12,0.0,0.0,0.0,0.0,,S089,S089,1,4;6;9;12,True,,0.0,0.7
H3B0122,S090,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,7,7,0.0,0.0,4,4,0.0,0.0,0.1,0.1,0,4,0.3,0.3,0.3,0.5,,S090,S090,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0123,S091,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,28,28,0.1,0.1,12,12,0.1,0.1,0.7,0.7,0,4,0.5,0.5,0.5,0.5,,S091,S091,1,4;6;9;12,True,,0.5,0.7
H3B0124,S092,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,4,4,0.1,0.1,0.1,0.1,0,9,0.0,0.0,0.0,0.5,,S092,S092,1,4;6;9;12,True,,0.0,0.7
H3B0125,S093,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,14,14,0.5,0.5,6,6,0.3,0.3,0.7,0.7,0,4,0.7,0.7,0.7,0.7,,S093,S093,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0126,S094,sobol_symmetric,,scrambled_sobol,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,0,9,0.0,0.0,0.0,0.7,,S094,S094,1,4;6;9;12,True,,0.0,0.7
H3B0127,S095,sobol_symmetric,,scrambled_sobol,1.25,0.1,64,80.0,8.0,72.0,7,7,0.0,0.0,4,4,0.7,0.7,0.7,0.7,0,4,0.0,0.0,0.0,0.3,,S095,S095,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0128,S096,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,0,6,0.3,0.3,0.3,0.7,,S096,S096,1,4;6;9;12,True,,0.3,0.7
H3B0129,S097,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,0,6,0.3,0.3,0.3,0.3,,S097,S097,1,4;6;9;12,True,,0.3,0.7
H3B0130,S098,sobol_symmetric,,scrambled_sobol,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,0,12,0.5,0.5,0.5,0.7,,S098,S098;X032,2,4;6;9;12,True,,0.5,0.7
H3B0131,S099,sobol_symmetric,,scrambled_sobol,1.25,0.1,16,20.0,2.0,18.0,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,0,9,0.3,0.3,0.3,0.7,,S099,S099,1,4;6;9;12,True,,0.3,0.7
H3B0132,S100,sobol_symmetric,,scrambled_sobol,4.0,0.9,64,256.0,230.4,25.599999999999994,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,0,4,0.0,0.0,0.0,0.1,,S100,S100,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0133,S101,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,4,0.3,0.3,0.3,0.5,,S101,S101,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0134,S102,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,2.0,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,0,4,0.0,0.0,0.0,0.0,,S102,S102,1,4;6;9;12,True,,0.0,0.7
H3B0135,S103,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.84,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,0,6,0.0,0.0,0.0,0.5,,S103,S103,1,4;6;9;12,True,,0.0,0.7
H3B0136,S104,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,0,12,0.5,0.5,0.5,0.7,,S104,S104,1,4;6;9;12,True,,0.5,0.7
H3B0137,S105,sobol_symmetric,,scrambled_sobol,2.0,0.1,64,128.0,12.8,115.2,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,0,9,0.3,0.3,0.3,0.5,,S105,S105,1,4;6;9;12,True,,0.3,0.7
H3B0138,S106,sobol_symmetric,,scrambled_sobol,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,0,4,0.0,0.0,0.0,0.0,,S106,S106,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0139,S107,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,6,0.0,0.0,0.0,0.5,,S107,S107,1,4;6;9;12,True,,0.0,0.7
H3B0140,S108,sobol_symmetric,,scrambled_sobol,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0,12,0.5,0.5,0.5,0.5,,S108,S108,1,4;6;9;12,True,,0.5,0.7
H3B0141,S109,sobol_symmetric,,scrambled_sobol,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,0,6,0.0,0.0,0.0,0.7,,S109,S109,1,4;6;9;12,True,,0.0,0.7
H3B0142,S110,sobol_symmetric,,scrambled_sobol,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,0,12,0.7,0.7,0.7,0.7,,S110,S110,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0143,S111,sobol_symmetric,,scrambled_sobol,0.8,0.3,32,25.6,7.68,17.919999999999998,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0,4,0.3,0.3,0.3,0.7,,S111,S111,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0144,S112,sobol_symmetric,,scrambled_sobol,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.3,,S112,S112,1,4;6;9;12,True,,0.0,0.7
H3B0145,S113,sobol_symmetric,,scrambled_sobol,3.1,0.3,16,49.6,14.88,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,0,9,0.0,0.0,0.0,0.0,,S113,S113,1,4;6;9;12,True,,0.0,0.7
H3B0146,S114,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,0,4,0.3,0.3,0.3,0.5,,S114,S114,1,4;6;9;12,True,,0.3,0.7
H3B0147,S115,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,0,4,0.5,0.5,0.5,0.5,,S115,S115,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0148,S116,sobol_symmetric,,scrambled_sobol,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,0,12,0.0,0.0,0.0,0.5,,S116,S116,1,4;6;9;12,True,,0.0,0.7
H3B0149,S117,sobol_symmetric,,scrambled_sobol,4.0,0.5,64,256.0,128.0,128.0,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0,6,0.7,0.7,0.7,0.7,,S117,S117,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0150,S118,sobol_symmetric,,scrambled_sobol,1.25,0.5,16,20.0,10.0,10.0,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.7,,S118,S118,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0151,S119,sobol_symmetric,,scrambled_sobol,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0.3,,S119,S119,1,4;6;9;12,True,,0.0,0.7
H3B0152,S120,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,0,4,0.3,0.3,0.3,0.7,,S120,S120,1,4;6;9;12,True,,0.3,0.7
H3B0153,S121,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,0,4,0.5,0.5,0.5,0.7,,S121,S121,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0154,S122,sobol_symmetric,,scrambled_sobol,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,0,12,0.3,0.3,0.3,0.3,,S122,S122,1,4;6;9;12,True,,0.3,0.7
H3B0155,S123,sobol_symmetric,,scrambled_sobol,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,0,9,0.0,0.0,0.0,0.1,,S123,S123,1,4;6;9;12,True,,0.0,0.7
H3B0156,S124,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,0,4,0.5,0.5,0.5,0.5,,S124,S124,1,4;6;9;12,True,,0.5,0.7
H3B0157,S125,sobol_symmetric,,scrambled_sobol,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,0,9,0.0,0.0,0.0,0.1,,S125,S125;X059,2,4;6;9;12,True,,0.0,0.7
H3B0158,S126,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999995,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,0,4,0.3,0.3,0.3,0.3,,S126,S126,1,4;6;9;12,True,,0.3,0.7
H3B0159,S127,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,0,6,0.5,0.5,0.5,0.7,,S127,S127,1,4;6;9;12,True,,0.5,0.7
H3B0160,S128,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0,4,0.0,0.0,0.0,0.3,,S128,S128,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0161,S129,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.76,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,0,12,0.0,0.0,0.0,0.3,,S129,S129,1,4;6;9;12,True,,0.0,0.7
H3B0162,S130,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0,4,0.3,0.3,0.3,0.7,,S130,S130,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0163,S131,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.5,9,9,0.1,0.1,0.1,0.1,0,4,0.7,0.7,0.7,0.7,,S131,S131,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0164,S132,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,0,9,0.0,0.0,0.0,0.7,,S132,S132,1,4;6;9;12,True,,0.0,0.7
H3B0165,S133,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,0,4,0.5,0.5,0.5,0.5,,S133,S133,1,4;6;9;12,True,,0.5,0.7
H3B0166,S134,sobol_symmetric,,scrambled_sobol,1.25,0.5,32,40.0,20.0,20.0,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,0,9,0.0,0.0,0.0,0.5,,S134,S134,1,4;6;9;12,True,,0.0,0.7
H3B0167,S135,sobol_symmetric,,scrambled_sobol,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,0,4,0.0,0.0,0.0,0.0,,S135,S135,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0168,S136,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,0,6,0.3,0.3,0.3,0.5,,S136,S136,1,4;6;9;12,True,,0.3,0.7
H3B0169,S137,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,4,0.5,0.5,0.5,0.7,,S137,S137,1,4;6;9;12,True,,0.5,0.7
H3B0170,S138,sobol_symmetric,,scrambled_sobol,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,0,9,0.0,0.0,0.0,0.3,,S138,S138,1,4;6;9;12,True,,0.0,0.7
H3B0171,S139,sobol_symmetric,,scrambled_sobol,1.25,0.1,32,40.0,4.0,36.0,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,0,12,0.0,0.0,0.0,0.1,,S139,S139,1,4;6;9;12,True,,0.0,0.7
H3B0172,S140,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999995,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,0,4,0.3,0.3,0.3,0.3,,S140,S140,1,4,False,fewer_than_two_valid_thresholds,0.3,0.7
H3B0173,S141,sobol_symmetric,,scrambled_sobol,4.0,0.1,16,64.0,6.4,57.6,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.1,,S141,S141,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0174,S142,sobol_symmetric,,scrambled_sobol,2.0,0.9,64,128.0,115.2,12.799999999999995,21,21,0.1,0.1,9,9,0.3,0.3,0.7,0.7,0,6,0.3,0.3,0.3,0.7,,S142,S142,1,4;6;9;12,True,,0.3,0.7
H3B0175,S143,sobol_symmetric,,scrambled_sobol,0.8,0.5,16,12.8,6.4,6.4,14,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,0,4,0.5,0.5,0.5,0.7,,S143,S143,1,4;6;9;12,True,,0.5,0.7
H3B0176,S144,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.3,0.3,4,4,0.1,0.1,0.5,0.5,0,9,0.3,0.3,0.3,0.3,,S144,S144,1,4;6;9;12,True,,0.3,0.7
H3B0177,S145,sobol_symmetric,,scrambled_sobol,3.1,0.3,16,49.6,14.88,34.72,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,0,4,0.0,0.0,0.0,0.5,,S145,S145,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0178,S146,sobol_symmetric,,scrambled_sobol,0.8,0.5,64,51.2,25.6,25.6,21,21,0.5,0.5,6,6,0.0,0.0,0.1,0.1,0,9,0.5,0.5,0.5,0.7,,S146,S146,1,4;6;9;12,True,,0.5,0.7
H3B0179,S147,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,0,12,0.3,0.3,0.3,0.5,,S147,S147,1,4;6;9;12,True,,0.3,0.7
H3B0180,S148,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,0,6,0.0,0.0,0.0,0.0,,S148,S148,1,4;6;9;12,True,,0.0,0.7
H3B0181,S149,sobol_symmetric,,scrambled_sobol,4.0,0.1,64,256.0,25.6,230.4,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,0,12,0.3,0.3,0.3,0.7,,S149,S149,1,4;6;9;12,True,,0.3,0.7
H3B0182,S150,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,2.0,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,0,6,0.0,0.0,0.0,0.1,,S150,S150,1,4;6;9;12,True,,0.0,0.7
H3B0183,S151,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.84,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0,4,0.3,0.3,0.3,0.3,,S151,S151,1,4;6;9;12,True,,0.3,0.7
H3B0184,S152,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.6,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,0,4,0.7,0.7,0.7,0.7,,S152,S152,1,4,False,fewer_than_two_valid_thresholds;no_valid_post_threshold_increase,0.7,0.7
H3B0185,S153,sobol_symmetric,,scrambled_sobol,2.0,0.1,64,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,0,12,0.3,0.3,0.3,0.7,,S153,S153,1,4;6;9;12,True,,0.3,0.7
H3B0186,S154,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.56,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,0,6,0.0,0.0,0.0,0.3,,S154,S154,1,4;6;9;12,True,,0.0,0.7
H3B0187,S155,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,0,4,0.0,0.0,0.0,0.7,,S155,S155,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
H3B0188,S156,sobol_symmetric,,scrambled_sobol,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,0,9,0.7,0.7,0.7,0.7,,S156,S156,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0189,S157,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,0,4,0.0,0.0,0.0,0.7,,S157,S157,1,4;6;9;12,True,,0.0,0.7
H3B0190,S158,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0,4,0.5,0.5,0.5,0.5,,S158,S158,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0191,S159,sobol_symmetric,,scrambled_sobol,0.8,0.3,16,12.8,3.84,8.959999999999999,28,28,0.1,0.1,6,6,0.1,0.1,0.5,0.5,0,12,0.3,0.3,0.3,0.5,,S159,S159,1,4;6;9;12,True,,0.3,0.7
H3B0192,S160,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,0,6,0.0,0.0,0.0,0.0,,S160,S160,1,4;6;9;12,True,,0.0,0.7
H3B0193,S161,sobol_symmetric,,scrambled_sobol,3.1,0.3,32,99.2,29.76,69.44,7,7,0.0,0.0,4,4,0.3,0.3,0.3,0.3,0,4,0.5,0.5,0.5,0.7,,S161,S161,1,4,False,fewer_than_two_valid_thresholds,0.5,0.7
H3B0194,S162,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,0,12,0.0,0.0,0.0,0.5,,S162,S162,1,4;6;9;12,True,,0.0,0.7
H3B0195,S163,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.5,4,4,0.5,0.5,0.5,0.5,0,9,0.0,0.0,0.0,0.0,,S163,S163,1,4;6;9;12,True,,0.0,0.7
H3B0196,S164,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,0,4,0.3,0.3,0.3,0.3,,S164,S164,1,4;6;9;12,True,,0.3,0.7
H3B0197,S165,sobol_symmetric,,scrambled_sobol,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,9,0.7,0.7,0.7,0.7,0,9,0.0,0.0,0.0,0.1,,S165,S165,1,4;6;9;12,True,,0.0,0.7
H3B0198,S166,sobol_symmetric,,scrambled_sobol,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0,4,0.3,0.3,0.3,0.7,,S166,S166,1,4;6;9;12,True,,0.3,0.7
H3B0199,S167,sobol_symmetric,,scrambled_sobol,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0,6,0.7,0.7,0.7,0.7,,S167,S167,1,4;6;9;12,False,no_valid_post_threshold_increase,0.7,0.7
H3B0200,S168,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,7,7,0.0,0.0,4,4,0.1,0.1,0.5,0.5,0,4,0.0,0.0,0.0,0.7,,S168,S168,1,4,False,fewer_than_two_valid_thresholds,0.0,0.7
