lambda_total,noshow_scale,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked,class_1_served_rate,class_2_served_rate,access_gap
20,0.5,23,0.8980821917808203,0.9071665744327615,6557,8167.0,0.7484697508896797,0.7517985611510791,0.028085224128389596,7228,7025,7228,203,0,16,452,0,0.967103694874851,0.8242664029014177,0.1428372919734333
20,0.5,24,0.9121917808219162,0.9031211998378598,6684,8277.0,0.850493261081006,0.8512363194162951,0.027563842723956223,7401,7197,7401,204,0,19,494,0,0.9684454756380511,0.8120349401488192,0.1564105354892319
20,0.5,25,0.8975342465753403,0.9063235090632351,6550,8191.0,0.44037089871611984,0.43932475439324753,0.030026290300262902,7227,7010,7227,217,0,2,458,0,0.9662894860914663,0.821105527638191,0.14518395845327525
20,0.5,26,0.8865753424657516,0.9029017857142857,6472,8121.0,0.2180169808605555,0.21888950892857142,0.030552455357142856,7168,6949,7168,219,0,0,477,0,0.969241773962804,0.8093476798924009,0.15989409407040311
20,0.5,27,0.9039726027397242,0.9059147180192573,6586,8226.0,0.6820629073391896,0.6814305364511691,0.029160935350756534,7270,7058,7270,212,0,10,462,0,0.9692307692307692,0.8180623973727422,0.151168371858027
20,0.5,28,0.8957534246575318,0.9081178760077843,6533,8150.0,0.42425111079260425,0.42660550458715596,0.030164025576869615,7194,6977,7194,217,0,8,436,0,0.9678403755868544,0.8214042263122018,0.14643614927465265
20,0.5,29,0.9182191780821901,0.9042037186742118,6711,8320.0,0.7817498956739463,0.7826731339261654,0.031393155483697116,7422,7189,7422,233,0,17,461,0,0.966294693691642,0.814252721873969,0.15204197181767298
20,0.5,30,0.9032876712328752,0.905735455543359,6601,8236.0,0.7039177001127396,0.7054061470911087,0.026344676180021953,7288,7096,7288,192,0,20,475,0,0.9702026221692491,0.818299385709667,0.15190323645958215
20,1.0,1,0.913150684931505,0.9037187288708587,6683,8174.0,0.7422234621286092,0.7421230561189993,0.030561189993238674,7395,7169,7395,226,0,21,465,0,0.9673887724202189,0.8156028368794326,0.15178593554078634
20,1.0,2,0.9082191780821901,0.8987170830519919,6655,8285.0,0.8229990289915383,0.8228224172856178,0.026468602295746116,7405,7209,7405,196,0,18,536,0,0.9674853801169591,0.8047923322683707,0.1626930478485884
20,1.0,3,0.9013698630136976,0.8964062074598421,6585,8210.0,0.6383934840612273,0.6410291315001361,0.030628913694527634,7346,7121,7346,225,0,12,524,0,0.9651405995816872,0.7992113046335853,0.16592929494810194
20,1.0,4,0.9089041095890399,0.9063998903659038,6614,8255.0,0.5090857867305254,0.508839249006441,0.027134438810470056,7297,7099,7297,198,0,3,482,0,0.9704238472286912,0.8148518148518149,0.15557203237687633
20,1.0,5,0.9176712328767104,0.9018898271009248,6729,8275.0,0.695850622406639,0.6958852700710361,0.03096099718536389,7461,7230,7461,231,0,14,487,0,0.96582775340568,0.8134185303514377,0.1524092230542422
20,1.0,6,0.8991780821917779,0.9012717079174074,6591,8232.0,0.6712078651685394,0.6693559414740873,0.026391357855873102,7313,7120,7313,193,0,18,511,0,0.9682835820895522,0.8062809917355372,0.16200259035401499
20,1.0,7,0.9079452054794508,0.9027455265674088,6609,8232.0,0.8577846413028218,0.8572599371670537,0.027045485589400356,7321,7123,7321,198,0,37,477,0,0.9695702671312427,0.8073607427055703,0.16220952442567238
20,1.0,8,0.8987671232876691,0.9025127008101057,6573,8224.0,0.5399519162777542,0.5392008787587532,0.029108883701771247,7283,7071,7283,212,0,14,484,0,0.9680952380952381,0.8131689912422965,0.15492624685294165
20,1.0,9,0.8857534246575334,0.9004726160689464,6478,8085.0,0.43775100401606426,0.43577981651376146,0.030859049207673062,7194,6972,7194,222,0,8,486,0,0.9734957020057307,0.7987358616101131,0.17475984039561754
20,1.0,10,0.9082191780821893,0.9089912280701754,6632,8252.0,0.5517047055508594,0.5533168859649122,0.027138157894736843,7296,7098,7296,198,0,6,460,0,0.9701353243117126,0.8219269102990033,0.14820841401270923
20,1.0,11,0.8978082191780804,0.9048342541436464,6551,8173.0,0.4940323955669224,0.4951657458563536,0.027900552486187846,7240,7038,7240,202,0,4,483,0,0.9704840613931524,0.8123128119800332,0.1581712494131191
20,1.0,12,0.9049315068493128,0.9079923098049987,6612,8191.0,0.43878993497314106,0.4401263389178797,0.028563581433672068,7282,7074,7282,208,0,1,461,0,0.9710383800329645,0.8197693574958814,0.15126902253708308
20,1.0,13,0.8987671232876686,0.905819084390513,6569,8198.0,0.4483884708220929,0.4471869829012686,0.028819635962493106,7252,7043,7252,209,0,10,464,0,0.96823914058851,0.8158249158249158,0.15241422476359423
20,1.0,14,0.8890410958904105,0.9002781641168289,6473,8119.0,0.8496713346670477,0.8481223922114047,0.02670375521557719,7190,6998,7190,192,0,38,487,0,0.966579758236549,0.8061258835408953,0.16045387469565364
20,1.0,15,0.9009589041095872,0.8976496310467341,6569,8205.0,0.6040079029071408,0.6044001093194862,0.03170265099754031,7318,7086,7318,232,0,7,510,0,0.9631205673758865,0.8079663212435233,0.15515424613236317
20,1.0,16,0.9019178082191764,0.9003436426116839,6550,8193.0,0.5417847025495751,0.5440549828178695,0.029553264604810996,7275,7060,7275,215,0,7,503,0,0.9682425978987583,0.8082280531260123,0.16001454477274601
20,1.0,17,0.906986301369861,0.904442925495557,6616,8257.0,0.5605355884425652,0.5615857826384142,0.03007518796992481,7315,7095,7315,220,0,7,472,0,0.9727507634484379,0.8093525179856115,0.16339824546282644
20,1.0,18,0.9031506849315046,0.9027986348122867,6613,8192.0,0.463321554770318,0.4638907849829352,0.034129692832764506,7325,7075,7325,250,0,2,460,0,0.9642772088592522,0.8202175303902751,0.14405967846897705
20,1.0,19,0.8979452054794504,0.9019013502342244,6546,8116.0,0.5298126064735945,0.530724717553045,0.029484706530724717,7258,7044,7258,214,0,5,493,0,0.9668099331423113,0.8133550488599348,0.15345488428237652
20,1.0,20,0.9138356164383543,0.9053102140341371,6683,8300.0,0.7896129211918685,0.7882687618531563,0.0270929287455974,7382,7182,7382,200,0,10,489,0,0.9697963006321705,0.8167791706846673,0.15301712994750316
20,1.0,21,0.8990410958904086,0.9063277148383532,6560,8178.0,0.38500924477314746,0.38574191765681126,0.028599060513954132,7238,7031,7238,207,0,2,469,0,0.9691764705882353,0.8169344042838019,0.15224206630443338
20,1.0,22,0.9001369863013683,0.9030696902654868,6531,8162.0,0.6090417969860676,0.6088219026548672,0.027378318584070797,7232,7034,7232,198,0,15,488,0,0.9650118203309692,0.8157894736842105,0.1492223466467587
20,1.0,23,0.8980821917808203,0.9071665744327615,6557,8167.0,0.7484697508896797,0.7517985611510791,0.028085224128389596,7228,7025,7228,203,0,16,452,0,0.967103694874851,0.8242664029014177,0.1428372919734333
20,1.0,24,0.9121917808219162,0.9031211998378598,6684,8277.0,0.850493261081006,0.8512363194162951,0.027563842723956223,7401,7197,7401,204,0,19,494,0,0.9684454756380511,0.8120349401488192,0.1564105354892319
20,1.0,25,0.8975342465753403,0.9063235090632351,6550,8191.0,0.44037089871611984,0.43932475439324753,0.030026290300262902,7227,7010,7227,217,0,2,458,0,0.9662894860914663,0.821105527638191,0.14518395845327525
20,1.0,26,0.8865753424657516,0.9029017857142857,6472,8121.0,0.2180169808605555,0.21888950892857142,0.030552455357142856,7168,6949,7168,219,0,0,477,0,0.969241773962804,0.8093476798924009,0.15989409407040311
20,1.0,27,0.9039726027397242,0.9059147180192573,6586,8226.0,0.6820629073391896,0.6814305364511691,0.029160935350756534,7270,7058,7270,212,0,10,462,0,0.9692307692307692,0.8180623973727422,0.151168371858027
20,1.0,28,0.8957534246575318,0.9081178760077843,6533,8150.0,0.42425111079260425,0.42660550458715596,0.030164025576869615,7194,6977,7194,217,0,8,436,0,0.9678403755868544,0.8214042263122018,0.14643614927465265
20,1.0,29,0.9182191780821901,0.9042037186742118,6711,8320.0,0.7817498956739463,0.7826731339261654,0.031393155483697116,7422,7189,7422,233,0,17,461,0,0.966294693691642,0.814252721873969,0.15204197181767298
20,1.0,30,0.9032876712328752,0.905735455543359,6601,8236.0,0.7039177001127396,0.7054061470911087,0.026344676180021953,7288,7096,7288,192,0,20,475,0,0.9702026221692491,0.818299385709667,0.15190323645958215
20,1.5,1,0.913150684931505,0.9037187288708587,6683,8174.0,0.7422234621286092,0.7421230561189993,0.030561189993238674,7395,7169,7395,226,0,21,465,0,0.9673887724202189,0.8156028368794326,0.15178593554078634
20,1.5,2,0.9082191780821901,0.8987170830519919,6655,8285.0,0.8229990289915383,0.8228224172856178,0.026468602295746116,7405,7209,7405,196,0,18,536,0,0.9674853801169591,0.8047923322683707,0.1626930478485884
20,1.5,3,0.9013698630136976,0.8964062074598421,6585,8210.0,0.6383934840612273,0.6410291315001361,0.030628913694527634,7346,7121,7346,225,0,12,524,0,0.9651405995816872,0.7992113046335853,0.16592929494810194
20,1.5,4,0.9089041095890399,0.9063998903659038,6614,8255.0,0.5090857867305254,0.508839249006441,0.027134438810470056,7297,7099,7297,198,0,3,482,0,0.9704238472286912,0.8148518148518149,0.15557203237687633
20,1.5,5,0.9176712328767104,0.9018898271009248,6729,8275.0,0.695850622406639,0.6958852700710361,0.03096099718536389,7461,7230,7461,231,0,14,487,0,0.96582775340568,0.8134185303514377,0.1524092230542422
20,1.5,6,0.8991780821917779,0.9012717079174074,6591,8232.0,0.6712078651685394,0.6693559414740873,0.026391357855873102,7313,7120,7313,193,0,18,511,0,0.9682835820895522,0.8062809917355372,0.16200259035401499
20,1.5,7,0.9079452054794508,0.9027455265674088,6609,8232.0,0.8577846413028218,0.8572599371670537,0.027045485589400356,7321,7123,7321,198,0,37,477,0,0.9695702671312427,0.8073607427055703,0.16220952442567238
20,1.5,8,0.8987671232876691,0.9025127008101057,6573,8224.0,0.5399519162777542,0.5392008787587532,0.029108883701771247,7283,7071,7283,212,0,14,484,0,0.9680952380952381,0.8131689912422965,0.15492624685294165
20,1.5,9,0.8857534246575334,0.9004726160689464,6478,8085.0,0.43775100401606426,0.43577981651376146,0.030859049207673062,7194,6972,7194,222,0,8,486,0,0.9734957020057307,0.7987358616101131,0.17475984039561754
20,1.5,10,0.9082191780821893,0.9089912280701754,6632,8252.0,0.5517047055508594,0.5533168859649122,0.027138157894736843,7296,7098,7296,198,0,6,460,0,0.9701353243117126,0.8219269102990033,0.14820841401270923
20,1.5,11,0.8978082191780804,0.9048342541436464,6551,8173.0,0.4940323955669224,0.4951657458563536,0.027900552486187846,7240,7038,7240,202,0,4,483,0,0.9704840613931524,0.8123128119800332,0.1581712494131191
20,1.5,12,0.9049315068493128,0.9079923098049987,6612,8191.0,0.43878993497314106,0.4401263389178797,0.028563581433672068,7282,7074,7282,208,0,1,461,0,0.9710383800329645,0.8197693574958814,0.15126902253708308
20,1.5,13,0.8987671232876686,0.905819084390513,6569,8198.0,0.4483884708220929,0.4471869829012686,0.028819635962493106,7252,7043,7252,209,0,10,464,0,0.96823914058851,0.8158249158249158,0.15241422476359423
20,1.5,14,0.8890410958904105,0.9002781641168289,6473,8119.0,0.8496713346670477,0.8481223922114047,0.02670375521557719,7190,6998,7190,192,0,38,487,0,0.966579758236549,0.8061258835408953,0.16045387469565364
20,1.5,15,0.9009589041095872,0.8976496310467341,6569,8205.0,0.6040079029071408,0.6044001093194862,0.03170265099754031,7318,7086,7318,232,0,7,510,0,0.9631205673758865,0.8079663212435233,0.15515424613236317
20,1.5,16,0.9019178082191764,0.9003436426116839,6550,8193.0,0.5417847025495751,0.5440549828178695,0.029553264604810996,7275,7060,7275,215,0,7,503,0,0.9682425978987583,0.8082280531260123,0.16001454477274601
20,1.5,17,0.906986301369861,0.904442925495557,6616,8257.0,0.5605355884425652,0.5615857826384142,0.03007518796992481,7315,7095,7315,220,0,7,472,0,0.9727507634484379,0.8093525179856115,0.16339824546282644
20,1.5,18,0.9031506849315046,0.9027986348122867,6613,8192.0,0.463321554770318,0.4638907849829352,0.034129692832764506,7325,7075,7325,250,0,2,460,0,0.9642772088592522,0.8202175303902751,0.14405967846897705
20,1.5,19,0.8979452054794504,0.9019013502342244,6546,8116.0,0.5298126064735945,0.530724717553045,0.029484706530724717,7258,7044,7258,214,0,5,493,0,0.9668099331423113,0.8133550488599348,0.15345488428237652
20,1.5,20,0.9138356164383543,0.9053102140341371,6683,8300.0,0.7896129211918685,0.7882687618531563,0.0270929287455974,7382,7182,7382,200,0,10,489,0,0.9697963006321705,0.8167791706846673,0.15301712994750316
20,1.5,21,0.8990410958904086,0.9063277148383532,6560,8178.0,0.38500924477314746,0.38574191765681126,0.028599060513954132,7238,7031,7238,207,0,2,469,0,0.9691764705882353,0.8169344042838019,0.15224206630443338
20,1.5,22,0.9001369863013683,0.9030696902654868,6531,8162.0,0.6090417969860676,0.6088219026548672,0.027378318584070797,7232,7034,7232,198,0,15,488,0,0.9650118203309692,0.8157894736842105,0.1492223466467587
20,1.5,23,0.8980821917808203,0.9071665744327615,6557,8167.0,0.7484697508896797,0.7517985611510791,0.028085224128389596,7228,7025,7228,203,0,16,452,0,0.967103694874851,0.8242664029014177,0.1428372919734333
20,1.5,24,0.9121917808219162,0.9031211998378598,6684,8277.0,0.850493261081006,0.8512363194162951,0.027563842723956223,7401,7197,7401,204,0,19,494,0,0.9684454756380511,0.8120349401488192,0.1564105354892319
20,1.5,25,0.8975342465753403,0.9063235090632351,6550,8191.0,0.44037089871611984,0.43932475439324753,0.030026290300262902,7227,7010,7227,217,0,2,458,0,0.9662894860914663,0.821105527638191,0.14518395845327525
20,1.5,26,0.8865753424657516,0.9029017857142857,6472,8121.0,0.2180169808605555,0.21888950892857142,0.030552455357142856,7168,6949,7168,219,0,0,477,0,0.969241773962804,0.8093476798924009,0.15989409407040311
20,1.5,27,0.9039726027397242,0.9059147180192573,6586,8226.0,0.6820629073391896,0.6814305364511691,0.029160935350756534,7270,7058,7270,212,0,10,462,0,0.9692307692307692,0.8180623973727422,0.151168371858027
20,1.5,28,0.8957534246575318,0.9081178760077843,6533,8150.0,0.42425111079260425,0.42660550458715596,0.030164025576869615,7194,6977,7194,217,0,8,436,0,0.9678403755868544,0.8214042263122018,0.14643614927465265
20,1.5,29,0.9182191780821901,0.9042037186742118,6711,8320.0,0.7817498956739463,0.7826731339261654,0.031393155483697116,7422,7189,7422,233,0,17,461,0,0.966294693691642,0.814252721873969,0.15204197181767298
20,1.5,30,0.9032876712328752,0.905735455543359,6601,8236.0,0.7039177001127396,0.7054061470911087,0.026344676180021953,7288,7096,7288,192,0,20,475,0,0.9702026221692491,0.818299385709667,0.15190323645958215
20,2.0,1,0.913150684931505,0.9037187288708587,6683,8174.0,0.7422234621286092,0.7421230561189993,0.030561189993238674,7395,7169,7395,226,0,21,465,0,0.9673887724202189,0.8156028368794326,0.15178593554078634
20,2.0,2,0.9082191780821901,0.8987170830519919,6655,8285.0,0.8229990289915383,0.8228224172856178,0.026468602295746116,7405,7209,7405,196,0,18,536,0,0.9674853801169591,0.8047923322683707,0.1626930478485884
20,2.0,3,0.9013698630136976,0.8964062074598421,6585,8210.0,0.6383934840612273,0.6410291315001361,0.030628913694527634,7346,7121,7346,225,0,12,524,0,0.9651405995816872,0.7992113046335853,0.16592929494810194
20,2.0,4,0.9089041095890399,0.9063998903659038,6614,8255.0,0.5090857867305254,0.508839249006441,0.027134438810470056,7297,7099,7297,198,0,3,482,0,0.9704238472286912,0.8148518148518149,0.15557203237687633
20,2.0,5,0.9176712328767104,0.9018898271009248,6729,8275.0,0.695850622406639,0.6958852700710361,0.03096099718536389,7461,7230,7461,231,0,14,487,0,0.96582775340568,0.8134185303514377,0.1524092230542422
20,2.0,6,0.8991780821917779,0.9012717079174074,6591,8232.0,0.6712078651685394,0.6693559414740873,0.026391357855873102,7313,7120,7313,193,0,18,511,0,0.9682835820895522,0.8062809917355372,0.16200259035401499
20,2.0,7,0.9079452054794508,0.9027455265674088,6609,8232.0,0.8577846413028218,0.8572599371670537,0.027045485589400356,7321,7123,7321,198,0,37,477,0,0.9695702671312427,0.8073607427055703,0.16220952442567238
20,2.0,8,0.8987671232876691,0.9025127008101057,6573,8224.0,0.5399519162777542,0.5392008787587532,0.029108883701771247,7283,7071,7283,212,0,14,484,0,0.9680952380952381,0.8131689912422965,0.15492624685294165
20,2.0,9,0.8857534246575334,0.9004726160689464,6478,8085.0,0.43775100401606426,0.43577981651376146,0.030859049207673062,7194,6972,7194,222,0,8,486,0,0.9734957020057307,0.7987358616101131,0.17475984039561754
20,2.0,10,0.9082191780821893,0.9089912280701754,6632,8252.0,0.5517047055508594,0.5533168859649122,0.027138157894736843,7296,7098,7296,198,0,6,460,0,0.9701353243117126,0.8219269102990033,0.14820841401270923
20,2.0,11,0.8978082191780804,0.9048342541436464,6551,8173.0,0.4940323955669224,0.4951657458563536,0.027900552486187846,7240,7038,7240,202,0,4,483,0,0.9704840613931524,0.8123128119800332,0.1581712494131191
20,2.0,12,0.9049315068493128,0.9079923098049987,6612,8191.0,0.43878993497314106,0.4401263389178797,0.028563581433672068,7282,7074,7282,208,0,1,461,0,0.9710383800329645,0.8197693574958814,0.15126902253708308
20,2.0,13,0.8987671232876686,0.905819084390513,6569,8198.0,0.4483884708220929,0.4471869829012686,0.028819635962493106,7252,7043,7252,209,0,10,464,0,0.96823914058851,0.8158249158249158,0.15241422476359423
20,2.0,14,0.8890410958904105,0.9002781641168289,6473,8119.0,0.8496713346670477,0.8481223922114047,0.02670375521557719,7190,6998,7190,192,0,38,487,0,0.966579758236549,0.8061258835408953,0.16045387469565364
20,2.0,15,0.9009589041095872,0.8976496310467341,6569,8205.0,0.6040079029071408,0.6044001093194862,0.03170265099754031,7318,7086,7318,232,0,7,510,0,0.9631205673758865,0.8079663212435233,0.15515424613236317
20,2.0,16,0.9019178082191764,0.9003436426116839,6550,8193.0,0.5417847025495751,0.5440549828178695,0.029553264604810996,7275,7060,7275,215,0,7,503,0,0.9682425978987583,0.8082280531260123,0.16001454477274601
20,2.0,17,0.906986301369861,0.904442925495557,6616,8257.0,0.5605355884425652,0.5615857826384142,0.03007518796992481,7315,7095,7315,220,0,7,472,0,0.9727507634484379,0.8093525179856115,0.16339824546282644
20,2.0,18,0.9031506849315046,0.9027986348122867,6613,8192.0,0.463321554770318,0.4638907849829352,0.034129692832764506,7325,7075,7325,250,0,2,460,0,0.9642772088592522,0.8202175303902751,0.14405967846897705
20,2.0,19,0.8979452054794504,0.9019013502342244,6546,8116.0,0.5298126064735945,0.530724717553045,0.029484706530724717,7258,7044,7258,214,0,5,493,0,0.9668099331423113,0.8133550488599348,0.15345488428237652
20,2.0,20,0.9138356164383543,0.9053102140341371,6683,8300.0,0.7896129211918685,0.7882687618531563,0.0270929287455974,7382,7182,7382,200,0,10,489,0,0.9697963006321705,0.8167791706846673,0.15301712994750316
20,2.0,21,0.8990410958904086,0.9063277148383532,6560,8178.0,0.38500924477314746,0.38574191765681126,0.028599060513954132,7238,7031,7238,207,0,2,469,0,0.9691764705882353,0.8169344042838019,0.15224206630443338
